,sample,cox1,cox3,dioxygenase,dsr,katG,nap,narG,nir,nod,nos,nrd,pmoA,ribo_reductase,sod,Cyt_bd_oxid,O2,depth,Latitude,Longitude,Lyapunov,NO2,NO3,NO2NO3,PO4,size_fraction,Temperature,Carbon.total,CO3,HCO3,Density,Alkalinity.total,Nitracline,Brunt.Väisälä,Iron.5m,Residence.time,Okubo.Weiss,study,mcrA,nor,aerobic_score,anaerobic_score
47,TARA_B100001741,392.2235067415,369.6257220515,0.05863462,15.422316899,183.737023148,0.7404981479999999,0.0,0.0,0.0,0.017316032,0.0,0.0,175.697159596,156.84051384650002,2.483761354,213.6889,5.0,31.6948,-64.2489,0.085786,0.093,1.009924,0.1505,0.0015,3.0,20.481195,,,,25.85157,,,186.0,0.001041271,1.333333,0.069438,1,,,1121.2834115370001,16.180131079
48,TARA_B100001765,226.307374351,29.994002908,3.472290106,3.5672473300000003,175.26588222,15.582291264,0.085670642,2.81893643,0.132062435,1.218050987,0.0,0.0,224.5893066735,1121.727918485,38.033396019,152.7195,740.0,34.0771,-49.8233,0.079308,0.00725,20.172519,20.924,1.34475,3.0,10.496305,,,,27.170345,,878.0,150.0,0.000983844,0.0,0.275561,1,,,656.1565661525,23.186526011
49,TARA_B100001964,459.3936469685,205.5314160275,0.78777276,6.239177541,579.6144396789999,0.871329009,0.035376646,0.122415023,0.079075266,0.195723239,0.15912165,0.0,647.342253379,318.4527226295,16.354549417999998,123.201,40.0,14.2075,-116.6468,0.032361,0.3055,7.312792,6.0475,0.884,3.0,20.58574,0.0228,0.0606,0.0,24.14088,0.0238,39.0,39.0,4.21e-06,0.0,0.075315,1,,,1891.8817560539997,7.587766462000001
50,TARA_B100001971,325.816767032,36.35802967,0.4375758859999999,3.32579893,313.417445262,11.152003038,12.790938313,4.076867363,7.463619855,3.325324406,0.4152280439999999,0.0,272.107065116,683.063025374,41.469425996,0.832313,375.0,14.2025,-116.6433,0.032361,0.0093,35.049476,34.551,2.9545,3.0,8.887131,0.0,0.0,0.0,26.820475,0.0,40.0,40.0,4.21e-06,0.0,0.075315,1,,,947.6993070799999,22.295221781
51,TARA_B100001996,431.987784386,625.912343924,0.714342061,11.170816565,487.0824321845,4.073741344,0.158440702,1.33156749,1.359847865,1.851057764,0.013028138,0.0,143.6317309995,319.7513305895,12.7493802385,41.52515,60.0,6.3378,-102.9538,0.020154,0.464,25.65001,12.904,1.108,3.0,17.291965,0.0132,0.0475,0.0,25.194555,0.0089,48.0,53.0,4.69e-06,0.0,-0.002795,1,,,1688.6142914939999,18.440211301
52,TARA_B100002003,394.105098304,63.725219703,2.196049334,1.239775129,547.6698662715,51.80940594,1.993427799,3.0061134860000003,2.60563923,2.796039273,0.0,0.0,259.251911627,636.827151362,22.9961063,1.013313,450.0,6.3559,-103.0598,0.020154,0.0078,36.753654,36.219,3.155,3.0,8.149894,0.0018,0.0,0.0,26.951444,0.0,49.0,49.0,4.69e-06,0.0,-0.002795,1,,,1264.7520959055,58.851333828
53,TARA_B100002010,463.836471121,373.899613073,0.101889361,48.425553868,162.8461581405,1.25998881,0.0,0.0,0.0,0.10905851,0.0,0.0,380.2167352865,171.3999935755,2.346809084,183.942,5.0,6.4998,-94.9527,0.029167,0.0995,2.969288,4.49825,0.55525,3.0,26.396617,0.06825,0.0769,0.0,21.557358,0.02775,22.0,22.0,4.5e-06,13.861111,-1.751306,1,,,1380.7989776210002,49.794601188
54,TARA_B100002017,500.2680650815,238.616757398,1.516424549,12.4259226475,351.9273324995,1.576924361,0.016383661,0.372125755,0.334195689,0.926926589,0.0,0.059117325,332.040383864,591.668242403,33.429462521,205.411,5.0,7.4122,-79.3017,0.0,0.0043,0.0,0.00275,0.09345,3.0,26.555663,0.04365,0.01655,0.0,18.28625,0.0037,52.0,42.0,3.48e-05,2.0,0.254223,1,,,1422.852538843,15.301899352500001
55,TARA_B100002046,214.0965844905,57.132767606,1.976301153,3.124677708,454.863639612,24.551180876,0.198257442,2.6684532,0.0,0.07514587,0.0,0.0,166.75015970200002,809.578614141,34.904442146,108.231313,640.0,25.6236,-88.45,0.044572,0.0,31.001404,,1.2175,3.0,9.735075,0.0,0.0,0.0,27.13905,0.0,740.0,156.0,0.00116825,25.75,-2.922481,1,,,892.8431514105,30.419457654
56,TARA_B110000083,1315.5112083245,589.266464867,0.0,1.54742534,330.62024184,9.466800257,0.096794891,0.0,0.12396808,0.13403302,0.0,0.0,966.591236297,652.477975271,0.39583983,385.28075,5.0,78.9564,79.4201,0.0,0.0015,2.099614,0.441,0.056871,3.0,-0.160312,0.43265,0.00095,0.0218,26.994413,0.00325,46.0,19.0,0.001215531,4.833333,,1,,,3201.9891513285,11.148258617
57,TARA_B110000110,898.7744102155,341.474181458,0.0,1.76141301,223.328859181,3.123156085,0.04042682,0.935356078,0.990577459,2.601549803,0.0,0.0,1007.6472300415,434.1866999155,0.163485083,369.289812,5.0,79.2233,66.3435,0.0,0.001,2.150477,0.3685,0.063634,3.0,1.365705,0.21605,0.01385,0.0054,27.429195,0.01165,377.0,34.0,0.00109338,0.0,,1,,,2471.224680896,8.421474975999999
58,TARA_B110000206,704.848822618,345.566245806,0.110549112,4.738020795000001,423.1384803515,28.603914549,0.239401783,2.191757746,2.840575417,1.266659175,0.0,0.71185774,567.1841220135,604.517877257,30.825606076,356.223917,30.0,74.8283,76.2096,0.0,0.075667,,2.080833,0.482771,3.0,-1.533492,0.6226,0.0,0.0112,27.072625,0.0,,5.0,0.001387656,3.777778,0.010402,1,,,2040.7376707889998,36.800352265
59,TARA_B110000233,997.2437693345,239.671734714,0.0,9.05107388,137.384577951,3.260401496,0.0,0.51854295,0.0,0.0,0.0,0.041423593,600.422986606,173.5310653405,0.046809801,388.303875,5.0,78.2518,91.8557,0.0,0.074,,0.513,0.216027,3.0,-1.649738,1.68195,0.0,0.2274,26.511331,0.0316,,20.0,0.001304139,0.0,-0.072783,1,,,1974.7230686055,12.830018326000001
60,TARA_B110000235,899.35654212,211.429853285,0.0,7.397548806,84.079705192,3.288588686,0.04925304,0.66072965,0.072500972,0.0,0.0,0.80360055,483.7858600275,149.8809231405,7.768482838,373.061,17.0,78.3555,91.6084,0.0,0.124,,1.227,0.307592,3.0,-1.647244,1.7308,0.0,0.1738,26.906337,0.0164,,20.0,0.001304139,0.0,-0.072783,1,,,1678.6519606244997,11.346867142
61,TARA_B110000253,646.023881966,301.9536240765,0.0,12.18179863,243.247938289,1.211327881,0.0,3.73994964,1.43650916,2.87170731,0.0,0.0,658.9614411605,146.3742434065,0.120845155,363.6485,5.0,77.9028,117.1545,0.0,,,,,3.0,0.10149,,,,23.11621,,,6.0,0.001270051,0.0,,1,,,1850.186885492,20.004783461000002
62,TARA_B110000255,928.8998554535,442.9766347485,0.0,8.559245129999999,94.407270699,1.278508274,0.0,0.022019053,0.0,0.03532223,0.0,0.0,577.6317622225,124.139891326,0.154426654,371.05845,20.0,77.9668,116.6556,0.0,,,,,3.0,-0.607125,,,,26.29815,,,5.0,0.001270051,0.0,,1,,,2043.9155231235,9.895094686999999
63,TARA_B110000501,689.5776306395,356.764828216,0.262466896,0.20283468,468.804685713,1.0362899955,0.047957264,0.1104392429999999,0.2534574579999999,0.399920186,0.0,0.0,812.5966764725,333.48392745,3.48483055,357.164917,5.0,74.8023,76.1478,0.0,0.014667,,0.247333,0.238302,3.0,2.507887,0.085767,0.003333,0.006183,18.339325,0.005267,,5.0,0.001387656,3.777778,0.010402,1,,,2327.743821041,1.7494841045
64,TARA_B110000875,487.516661287,480.559023423,0.0,3.18742859,130.62052503,0.8235457460000001,0.014481366,0.892360372,0.350864037,0.37660728,0.0,0.18342242,975.5424919415,237.141417368,0.279004464,353.1935,5.0,72.4693,-71.892,0.113334,0.0895,3.880872,0.411,0.560568,3.0,-0.479225,0.8194,0.0,0.08155,25.7008,0.00315,51.0,47.0,0.000596423,0.0,0.189964,1,,,2074.2387016815,5.279941988
65,TARA_B110000901,582.5569421125,491.823680624,0.045022318,17.51466038,105.73603929,0.812861932,0.0,0.1793546475,0.08384354,0.0,0.0,0.060793974,675.9048052015,248.282093954,0.481362563,368.52475,5.0,74.2987,-85.7806,0.0,0.0775,3.75923,1.328,0.526245,3.0,-1.32986,0.3843,0.0088,0.071,24.678167,0.0038,44.0,29.0,0.000958759,0.0,,1,,,1856.0214672280001,18.506876959499998
66,TARA_B110000966,457.376889188,300.460263088,0.01492992,21.54386377,123.8078676425,3.769485323,0.0,4.550520271,0.0,0.0,0.0,5.6985545,415.197261727,195.829083918,0.38834329,396.848083,35.0,73.3275,-168.8142,0.0,0.441,0.0,1.9045,0.866194,3.0,-0.987833,0.2799,0.0,0.0212,25.370225,0.0017,39.0,10.0,0.000713809,0.0,,1,,,1296.8422816455,29.863869364000003
